"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","273","Create file","LMS service","Tue Sep 02 02:02:07 GMT 2025","passed","Tue Sep 02 02:02:07 GMT 2025","Create entity","Files","",""
"","52","Create file with empty directory","LMS service","Tue Sep 02 02:02:08 GMT 2025","passed","Tue Sep 02 02:02:09 GMT 2025","Validate entity","Files","",""
"","287","Create user","LMS service","Tue Sep 02 02:02:10 GMT 2025","passed","Tue Sep 02 02:02:10 GMT 2025","Create entity","Users","",""
"","268","Create file with empty filename","LMS service","Tue Sep 02 02:02:08 GMT 2025","passed","Tue Sep 02 02:02:08 GMT 2025","Validate entity","Files","",""
"","286","Login with correct email and password","LMS service","Tue Sep 02 02:02:01 GMT 2025","passed","Tue Sep 02 02:02:01 GMT 2025","Login","Authentication","",""
"","22","Create exercise","LMS service","Tue Sep 02 02:02:04 GMT 2025","passed","Tue Sep 02 02:02:04 GMT 2025","Create entity","Exercises","",""
"","30","Get courses","LMS service","Tue Sep 02 02:02:02 GMT 2025","passed","Tue Sep 02 02:02:02 GMT 2025","Get entities","Courses","",""
"","19","Get exercise","LMS service","Tue Sep 02 02:02:05 GMT 2025","passed","Tue Sep 02 02:02:05 GMT 2025","Get entity","Exercises","",""
"","20","Get file with incorrect file id","LMS service","Tue Sep 02 02:02:10 GMT 2025","passed","Tue Sep 02 02:02:10 GMT 2025","Validate entity","Files","",""
"","17","Get file","LMS service","Tue Sep 02 02:02:07 GMT 2025","passed","Tue Sep 02 02:02:07 GMT 2025","Get entity","Files","",""
"","19","Delete exercise","LMS service","Tue Sep 02 02:02:06 GMT 2025","passed","Tue Sep 02 02:02:06 GMT 2025","Delete entity","Exercises","",""
"","527","Create user","LMS service","Tue Sep 02 02:02:10 GMT 2025","passed","Tue Sep 02 02:02:10 GMT 2025","Create entity","Users","",""
"","21","Get exercises","LMS service","Tue Sep 02 02:02:06 GMT 2025","passed","Tue Sep 02 02:02:06 GMT 2025","Get entities","Exercises","",""
"","15","Get user me","LMS service","Tue Sep 02 02:02:11 GMT 2025","passed","Tue Sep 02 02:02:11 GMT 2025","Get entity","Users","",""
"","23","Update exercise","LMS service","Tue Sep 02 02:02:05 GMT 2025","passed","Tue Sep 02 02:02:05 GMT 2025","Update entity","Exercises","",""
"","33","Create course","LMS service","Tue Sep 02 02:02:02 GMT 2025","passed","Tue Sep 02 02:02:02 GMT 2025","Create entity","Courses","",""
"","527","Create user","LMS service","Tue Sep 02 02:02:10 GMT 2025","passed","Tue Sep 02 02:02:11 GMT 2025","Create entity","Users","",""
"","39","Update course","LMS service","Tue Sep 02 02:02:04 GMT 2025","passed","Tue Sep 02 02:02:04 GMT 2025","Update entity","Courses","",""
"","26","Delete file","LMS service","Tue Sep 02 02:02:10 GMT 2025","passed","Tue Sep 02 02:02:10 GMT 2025","Delete entity","Files","",""
