"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17","Get file","LMS service","Sat Jul 18 10:13:24 UTC 2026","passed","Sat Jul 18 10:13:24 UTC 2026","Get entity","Files","",""
"","31","Get courses","LMS service","Sat Jul 18 10:13:19 UTC 2026","passed","Sat Jul 18 10:13:19 UTC 2026","Get entities","Courses","",""
"","287","Create user","LMS service","Sat Jul 18 10:13:26 UTC 2026","passed","Sat Jul 18 10:13:27 UTC 2026","Create entity","Users","",""
"","27","Delete file","LMS service","Sat Jul 18 10:13:26 UTC 2026","passed","Sat Jul 18 10:13:26 UTC 2026","Delete entity","Files","",""
"","532","Create user","LMS service","Sat Jul 18 10:13:26 UTC 2026","passed","Sat Jul 18 10:13:27 UTC 2026","Create entity","Users","",""
"","287","Get exercise","LMS service","Sat Jul 18 10:13:21 UTC 2026","passed","Sat Jul 18 10:13:22 UTC 2026","Get entity","Exercises","",""
"","20","Get exercises","LMS service","Sat Jul 18 10:13:23 UTC 2026","passed","Sat Jul 18 10:13:23 UTC 2026","Get entities","Exercises","",""
"","20","Create exercise","LMS service","Sat Jul 18 10:13:20 UTC 2026","passed","Sat Jul 18 10:13:20 UTC 2026","Create entity","Exercises","",""
"","37","Update course","LMS service","Sat Jul 18 10:13:20 UTC 2026","passed","Sat Jul 18 10:13:20 UTC 2026","Update entity","Courses","",""
"","16","Get user me","LMS service","Sat Jul 18 10:13:28 UTC 2026","passed","Sat Jul 18 10:13:28 UTC 2026","Get entity","Users","",""
"","22","Delete exercise","LMS service","Sat Jul 18 10:13:23 UTC 2026","passed","Sat Jul 18 10:13:23 UTC 2026","Delete entity","Exercises","",""
"","50","Create file with empty directory","LMS service","Sat Jul 18 10:13:25 UTC 2026","passed","Sat Jul 18 10:13:25 UTC 2026","Validate entity","Files","",""
"","279","Create file","LMS service","Sat Jul 18 10:13:24 UTC 2026","passed","Sat Jul 18 10:13:24 UTC 2026","Create entity","Files","",""
"","536","Create user","LMS service","Sat Jul 18 10:13:27 UTC 2026","passed","Sat Jul 18 10:13:27 UTC 2026","Create entity","Users","",""
"","25","Update exercise","LMS service","Sat Jul 18 10:13:21 UTC 2026","passed","Sat Jul 18 10:13:21 UTC 2026","Update entity","Exercises","",""
"","20","Get file with incorrect file id","LMS service","Sat Jul 18 10:13:26 UTC 2026","passed","Sat Jul 18 10:13:26 UTC 2026","Validate entity","Files","",""
"","32","Create course","LMS service","Sat Jul 18 10:13:19 UTC 2026","passed","Sat Jul 18 10:13:19 UTC 2026","Create entity","Courses","",""
"","272","Create file with empty filename","LMS service","Sat Jul 18 10:13:25 UTC 2026","passed","Sat Jul 18 10:13:25 UTC 2026","Validate entity","Files","",""
"","285","Login with correct email and password","LMS service","Sat Jul 18 10:13:18 UTC 2026","passed","Sat Jul 18 10:13:18 UTC 2026","Login","Authentication","",""
