"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","553","Login with correct email and password","LMS service","Thu Aug 07 02:29:26 GMT 2025","passed","Thu Aug 07 02:29:27 GMT 2025","Login","Authentication","",""
"","274","Create file","LMS service","Thu Aug 07 02:29:32 GMT 2025","passed","Thu Aug 07 02:29:32 GMT 2025","Create entity","Files","",""
"","18","Get exercise","LMS service","Thu Aug 07 02:29:30 GMT 2025","passed","Thu Aug 07 02:29:30 GMT 2025","Get entity","Exercises","",""
"","18","Get exercises","LMS service","Thu Aug 07 02:29:31 GMT 2025","passed","Thu Aug 07 02:29:31 GMT 2025","Get entities","Exercises","",""
"","30","Create course","LMS service","Thu Aug 07 02:29:27 GMT 2025","passed","Thu Aug 07 02:29:27 GMT 2025","Create entity","Courses","",""
"","18","Get file with incorrect file id","LMS service","Thu Aug 07 02:29:35 GMT 2025","passed","Thu Aug 07 02:29:35 GMT 2025","Validate entity","Files","",""
"","526","Create user","LMS service","Thu Aug 07 02:29:35 GMT 2025","passed","Thu Aug 07 02:29:36 GMT 2025","Create entity","Users","",""
"","18","Get file","LMS service","Thu Aug 07 02:29:32 GMT 2025","passed","Thu Aug 07 02:29:32 GMT 2025","Get entity","Files","",""
"","24","Delete file","LMS service","Thu Aug 07 02:29:35 GMT 2025","passed","Thu Aug 07 02:29:35 GMT 2025","Delete entity","Files","",""
"","290","Create user","LMS service","Thu Aug 07 02:29:35 GMT 2025","passed","Thu Aug 07 02:29:35 GMT 2025","Create entity","Users","",""
"","271","Create file with empty filename","LMS service","Thu Aug 07 02:29:33 GMT 2025","passed","Thu Aug 07 02:29:33 GMT 2025","Validate entity","Files","",""
"","19","Delete exercise","LMS service","Thu Aug 07 02:29:31 GMT 2025","passed","Thu Aug 07 02:29:31 GMT 2025","Delete entity","Exercises","",""
"","30","Get courses","LMS service","Thu Aug 07 02:29:27 GMT 2025","passed","Thu Aug 07 02:29:27 GMT 2025","Get entities","Courses","",""
"","24","Create exercise","LMS service","Thu Aug 07 02:29:29 GMT 2025","passed","Thu Aug 07 02:29:29 GMT 2025","Create entity","Exercises","",""
"","53","Create file with empty directory","LMS service","Thu Aug 07 02:29:33 GMT 2025","passed","Thu Aug 07 02:29:33 GMT 2025","Validate entity","Files","",""
"","14","Get user me","LMS service","Thu Aug 07 02:29:36 GMT 2025","passed","Thu Aug 07 02:29:36 GMT 2025","Get entity","Users","",""
"","520","Create user","LMS service","Thu Aug 07 02:29:35 GMT 2025","passed","Thu Aug 07 02:29:35 GMT 2025","Create entity","Users","",""
"","20","Update exercise","LMS service","Thu Aug 07 02:29:30 GMT 2025","passed","Thu Aug 07 02:29:30 GMT 2025","Update entity","Exercises","",""
"","34","Update course","LMS service","Thu Aug 07 02:29:29 GMT 2025","passed","Thu Aug 07 02:29:29 GMT 2025","Update entity","Courses","",""
