"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27","Delete exercise","LMS service","Thu Sep 04 01:54:37 GMT 2025","passed","Thu Sep 04 01:54:37 GMT 2025","Delete entity","Exercises","",""
"","524","Create user","LMS service","Thu Sep 04 01:54:41 GMT 2025","passed","Thu Sep 04 01:54:41 GMT 2025","Create entity","Users","",""
"","551","Login with correct email and password","LMS service","Thu Sep 04 01:54:32 GMT 2025","passed","Thu Sep 04 01:54:33 GMT 2025","Login","Authentication","",""
"","306","Update course","LMS service","Thu Sep 04 01:54:34 GMT 2025","passed","Thu Sep 04 01:54:34 GMT 2025","Update entity","Courses","",""
"","26","Update exercise","LMS service","Thu Sep 04 01:54:36 GMT 2025","passed","Thu Sep 04 01:54:36 GMT 2025","Update entity","Exercises","",""
"","51","Create file with empty directory","LMS service","Thu Sep 04 01:54:39 GMT 2025","passed","Thu Sep 04 01:54:39 GMT 2025","Validate entity","Files","",""
"","34","Create course","LMS service","Thu Sep 04 01:54:34 GMT 2025","passed","Thu Sep 04 01:54:34 GMT 2025","Create entity","Courses","",""
"","22","Get exercises","LMS service","Thu Sep 04 01:54:37 GMT 2025","passed","Thu Sep 04 01:54:37 GMT 2025","Get entities","Exercises","",""
"","20","Get file","LMS service","Thu Sep 04 01:54:38 GMT 2025","passed","Thu Sep 04 01:54:38 GMT 2025","Get entity","Files","",""
"","15","Get user me","LMS service","Thu Sep 04 01:54:42 GMT 2025","passed","Thu Sep 04 01:54:42 GMT 2025","Get entity","Users","",""
"","280","Create file","LMS service","Thu Sep 04 01:54:38 GMT 2025","passed","Thu Sep 04 01:54:38 GMT 2025","Create entity","Files","",""
"","532","Create user","LMS service","Thu Sep 04 01:54:41 GMT 2025","passed","Thu Sep 04 01:54:41 GMT 2025","Create entity","Users","",""
"","270","Create file with empty filename","LMS service","Thu Sep 04 01:54:39 GMT 2025","passed","Thu Sep 04 01:54:39 GMT 2025","Validate entity","Files","",""
"","52","Get exercise","LMS service","Thu Sep 04 01:54:36 GMT 2025","passed","Thu Sep 04 01:54:36 GMT 2025","Get entity","Exercises","",""
"","25","Delete file","LMS service","Thu Sep 04 01:54:41 GMT 2025","passed","Thu Sep 04 01:54:41 GMT 2025","Delete entity","Files","",""
"","25","Create exercise","LMS service","Thu Sep 04 01:54:34 GMT 2025","passed","Thu Sep 04 01:54:35 GMT 2025","Create entity","Exercises","",""
"","293","Create user","LMS service","Thu Sep 04 01:54:41 GMT 2025","passed","Thu Sep 04 01:54:41 GMT 2025","Create entity","Users","",""
"","18","Get file with incorrect file id","LMS service","Thu Sep 04 01:54:41 GMT 2025","passed","Thu Sep 04 01:54:41 GMT 2025","Validate entity","Files","",""
"","300","Get courses","LMS service","Thu Sep 04 01:54:33 GMT 2025","passed","Thu Sep 04 01:54:33 GMT 2025","Get entities","Courses","",""
