"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","Get courses","LMS service","2026-08-15","passed","2026-08-15","Get entities","Courses","",""
"","51","Create file","LMS service","2026-08-15","passed","2026-08-15","Create entity","Files","",""
"","23","Create course","LMS service","2026-08-15","passed","2026-08-15","Create entity","Courses","",""
"","29","Create exercise","LMS service","2026-08-15","passed","2026-08-15","Create entity","Exercises","",""
"","44","Create file with empty filename","LMS service","2026-08-15","passed","2026-08-15","Validate entity","Files","",""
"","10","Get user me","LMS service","2026-08-15","passed","2026-08-15","Get entity","Users","",""
"","242","Create file with empty directory","LMS service","2026-08-15","passed","2026-08-15","Validate entity","Files","",""
"","277","Delete file","LMS service","2026-08-15","passed","2026-08-15","Delete entity","Files","",""
"","807","Update course","LMS service","2026-08-15","passed","2026-08-15","Update entity","Courses","",""
"","22","Update exercise","LMS service","2026-08-15","passed","2026-08-15","Update entity","Exercises","",""
"","481","Login with correct email and password","LMS service","2026-08-15","passed","2026-08-15","Login","Authentication","",""
"","485","Create user","LMS service","2026-08-15","passed","2026-08-15","Create entity","Users","",""
"","238","Get file with incorrect file id","LMS service","2026-08-15","passed","2026-08-15","Validate entity","Files","",""
"","14","Get exercises","LMS service","2026-08-15","passed","2026-08-15","Get entities","Exercises","",""
"","436","Create user","LMS service","2026-08-15","passed","2026-08-15","Create entity","Users","",""
"","254","Create user","LMS service","2026-08-15","passed","2026-08-15","Create entity","Users","",""
"","15","Get file","LMS service","2026-08-15","passed","2026-08-15","Get entity","Files","",""
"","13","Get exercise","LMS service","2026-08-15","passed","2026-08-15","Get entity","Exercises","",""
"","26","Delete exercise","LMS service","2026-08-15","passed","2026-08-15","Delete entity","Exercises","",""
