"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","Update exercise","LMS service","Sat Oct 04 01:51:00 GMT 2025","passed","Sat Oct 04 01:51:00 GMT 2025","Update entity","Exercises","",""
"","23","Create exercise","LMS service","Sat Oct 04 01:50:59 GMT 2025","passed","Sat Oct 04 01:50:59 GMT 2025","Create entity","Exercises","",""
"","47","Create file with empty directory","LMS service","Sat Oct 04 01:51:04 GMT 2025","passed","Sat Oct 04 01:51:04 GMT 2025","Validate entity","Files","",""
"","525","Create user","LMS service","Sat Oct 04 01:51:05 GMT 2025","passed","Sat Oct 04 01:51:06 GMT 2025","Create entity","Users","",""
"","26","Delete file","LMS service","Sat Oct 04 01:51:05 GMT 2025","passed","Sat Oct 04 01:51:05 GMT 2025","Delete entity","Files","",""
"","272","Create file","LMS service","Sat Oct 04 01:51:02 GMT 2025","passed","Sat Oct 04 01:51:03 GMT 2025","Create entity","Files","",""
"","266","Create file with empty filename","LMS service","Sat Oct 04 01:51:03 GMT 2025","passed","Sat Oct 04 01:51:04 GMT 2025","Validate entity","Files","",""
"","22","Get file with incorrect file id","LMS service","Sat Oct 04 01:51:05 GMT 2025","passed","Sat Oct 04 01:51:05 GMT 2025","Validate entity","Files","",""
"","17","Get file","LMS service","Sat Oct 04 01:51:03 GMT 2025","passed","Sat Oct 04 01:51:03 GMT 2025","Get entity","Files","",""
"","516","Create user","LMS service","Sat Oct 04 01:51:05 GMT 2025","passed","Sat Oct 04 01:51:06 GMT 2025","Create entity","Users","",""
"","30","Create course","LMS service","Sat Oct 04 01:50:58 GMT 2025","passed","Sat Oct 04 01:50:58 GMT 2025","Create entity","Courses","",""
"","554","Login with correct email and password","LMS service","Sat Oct 04 01:50:56 GMT 2025","passed","Sat Oct 04 01:50:57 GMT 2025","Login","Authentication","",""
"","21","Get exercise","LMS service","Sat Oct 04 01:51:00 GMT 2025","passed","Sat Oct 04 01:51:00 GMT 2025","Get entity","Exercises","",""
"","289","Create user","LMS service","Sat Oct 04 01:51:05 GMT 2025","passed","Sat Oct 04 01:51:05 GMT 2025","Create entity","Users","",""
"","26","Delete exercise","LMS service","Sat Oct 04 01:51:01 GMT 2025","passed","Sat Oct 04 01:51:01 GMT 2025","Delete entity","Exercises","",""
"","297","Get courses","LMS service","Sat Oct 04 01:50:57 GMT 2025","passed","Sat Oct 04 01:50:57 GMT 2025","Get entities","Courses","",""
"","308","Update course","LMS service","Sat Oct 04 01:50:59 GMT 2025","passed","Sat Oct 04 01:50:59 GMT 2025","Update entity","Courses","",""
"","14","Get user me","LMS service","Sat Oct 04 01:51:06 GMT 2025","passed","Sat Oct 04 01:51:06 GMT 2025","Get entity","Users","",""
"","19","Get exercises","LMS service","Sat Oct 04 01:51:01 GMT 2025","passed","Sat Oct 04 01:51:01 GMT 2025","Get entities","Exercises","",""
