"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","286","Get exercise","LMS service","Thu Aug 14 02:19:02 GMT 2025","passed","Thu Aug 14 02:19:02 GMT 2025","Get entity","Exercises","",""
"","550","Create user","LMS service","Thu Aug 14 02:19:07 GMT 2025","passed","Thu Aug 14 02:19:07 GMT 2025","Create entity","Users","",""
"","13","Get user me","LMS service","Thu Aug 14 02:19:08 GMT 2025","passed","Thu Aug 14 02:19:08 GMT 2025","Get entity","Users","",""
"","278","Create file","LMS service","Thu Aug 14 02:19:04 GMT 2025","passed","Thu Aug 14 02:19:04 GMT 2025","Create entity","Files","",""
"","25","Create exercise","LMS service","Thu Aug 14 02:19:00 GMT 2025","passed","Thu Aug 14 02:19:00 GMT 2025","Create entity","Exercises","",""
"","24","Delete file","LMS service","Thu Aug 14 02:19:06 GMT 2025","passed","Thu Aug 14 02:19:06 GMT 2025","Delete entity","Files","",""
"","273","Create file with empty filename","LMS service","Thu Aug 14 02:19:05 GMT 2025","passed","Thu Aug 14 02:19:05 GMT 2025","Validate entity","Files","",""
"","483","Create user","LMS service","Thu Aug 14 02:19:06 GMT 2025","passed","Thu Aug 14 02:19:07 GMT 2025","Create entity","Users","",""
"","288","Get exercises","LMS service","Thu Aug 14 02:19:03 GMT 2025","passed","Thu Aug 14 02:19:03 GMT 2025","Get entities","Exercises","",""
"","308","Update course","LMS service","Thu Aug 14 02:19:00 GMT 2025","passed","Thu Aug 14 02:19:00 GMT 2025","Update entity","Courses","",""
"","37","Get courses","LMS service","Thu Aug 14 02:18:59 GMT 2025","passed","Thu Aug 14 02:18:59 GMT 2025","Get entities","Courses","",""
"","268","Get file with incorrect file id","LMS service","Thu Aug 14 02:19:06 GMT 2025","passed","Thu Aug 14 02:19:07 GMT 2025","Validate entity","Files","",""
"","21","Delete exercise","LMS service","Thu Aug 14 02:19:03 GMT 2025","passed","Thu Aug 14 02:19:03 GMT 2025","Delete entity","Exercises","",""
"","31","Create course","LMS service","Thu Aug 14 02:18:59 GMT 2025","passed","Thu Aug 14 02:18:59 GMT 2025","Create entity","Courses","",""
"","17","Get file","LMS service","Thu Aug 14 02:19:04 GMT 2025","passed","Thu Aug 14 02:19:04 GMT 2025","Get entity","Files","",""
"","549","Login with correct email and password","LMS service","Thu Aug 14 02:18:58 GMT 2025","passed","Thu Aug 14 02:18:59 GMT 2025","Login","Authentication","",""
"","268","Create file with empty directory","LMS service","Thu Aug 14 02:19:05 GMT 2025","passed","Thu Aug 14 02:19:06 GMT 2025","Validate entity","Files","",""
"","22","Update exercise","LMS service","Thu Aug 14 02:19:02 GMT 2025","passed","Thu Aug 14 02:19:02 GMT 2025","Update entity","Exercises","",""
"","291","Create user","LMS service","Thu Aug 14 02:19:07 GMT 2025","passed","Thu Aug 14 02:19:07 GMT 2025","Create entity","Users","",""
