"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15","Get user me","LMS service","Sat Jun 13 11:10:28 UTC 2026","passed","Sat Jun 13 11:10:28 UTC 2026","Get entity","Users","",""
"","19","Get file with incorrect file id","LMS service","Sat Jun 13 11:10:26 UTC 2026","passed","Sat Jun 13 11:10:26 UTC 2026","Validate entity","Files","",""
"","313","Create file with empty filename","LMS service","Sat Jun 13 11:10:25 UTC 2026","passed","Sat Jun 13 11:10:25 UTC 2026","Validate entity","Files","",""
"","31","Create course","LMS service","Sat Jun 13 11:10:18 UTC 2026","passed","Sat Jun 13 11:10:18 UTC 2026","Create entity","Courses","",""
"","30","Get courses","LMS service","Sat Jun 13 11:10:17 UTC 2026","passed","Sat Jun 13 11:10:17 UTC 2026","Get entities","Courses","",""
"","589","Create user","LMS service","Sat Jun 13 11:10:26 UTC 2026","passed","Sat Jun 13 11:10:27 UTC 2026","Create entity","Users","",""
"","1192","Create file","LMS service","Sat Jun 13 11:10:22 UTC 2026","passed","Sat Jun 13 11:10:24 UTC 2026","Create entity","Files","",""
"","21","Create exercise","LMS service","Sat Jun 13 11:10:19 UTC 2026","passed","Sat Jun 13 11:10:19 UTC 2026","Create entity","Exercises","",""
"","22","Update exercise","LMS service","Sat Jun 13 11:10:20 UTC 2026","passed","Sat Jun 13 11:10:20 UTC 2026","Update entity","Exercises","",""
"","322","Get exercises","LMS service","Sat Jun 13 11:10:22 UTC 2026","passed","Sat Jun 13 11:10:22 UTC 2026","Get entities","Exercises","",""
"","17","Get file","LMS service","Sat Jun 13 11:10:24 UTC 2026","passed","Sat Jun 13 11:10:24 UTC 2026","Get entity","Files","",""
"","335","Get exercise","LMS service","Sat Jun 13 11:10:20 UTC 2026","passed","Sat Jun 13 11:10:21 UTC 2026","Get entity","Exercises","",""
"","48","Create file with empty directory","LMS service","Sat Jun 13 11:10:25 UTC 2026","passed","Sat Jun 13 11:10:25 UTC 2026","Validate entity","Files","",""
"","333","Update course","LMS service","Sat Jun 13 11:10:18 UTC 2026","passed","Sat Jun 13 11:10:19 UTC 2026","Update entity","Courses","",""
"","323","Create user","LMS service","Sat Jun 13 11:10:26 UTC 2026","passed","Sat Jun 13 11:10:27 UTC 2026","Create entity","Users","",""
"","595","Create user","LMS service","Sat Jun 13 11:10:27 UTC 2026","passed","Sat Jun 13 11:10:27 UTC 2026","Create entity","Users","",""
"","21","Delete exercise","LMS service","Sat Jun 13 11:10:22 UTC 2026","passed","Sat Jun 13 11:10:22 UTC 2026","Delete entity","Exercises","",""
"","625","Login with correct email and password","LMS service","Sat Jun 13 11:10:16 UTC 2026","passed","Sat Jun 13 11:10:17 UTC 2026","Login","Authentication","",""
"","24","Delete file","LMS service","Sat Jun 13 11:10:26 UTC 2026","passed","Sat Jun 13 11:10:26 UTC 2026","Delete entity","Files","",""
