"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16","Get exercise","LMS service","Sat Jul 12 02:23:25 GMT 2025","passed","Sat Jul 12 02:23:25 GMT 2025","Get entity","Exercises","",""
"","25","Create exercise","LMS service","Sat Jul 12 02:23:24 GMT 2025","passed","Sat Jul 12 02:23:24 GMT 2025","Create entity","Exercises","",""
"","552","Login with correct email and password","LMS service","Sat Jul 12 02:23:21 GMT 2025","passed","Sat Jul 12 02:23:22 GMT 2025","Login","Authentication","",""
"","300","Update course","LMS service","Sat Jul 12 02:23:23 GMT 2025","passed","Sat Jul 12 02:23:24 GMT 2025","Update entity","Courses","",""
"","526","Create user","LMS service","Sat Jul 12 02:23:30 GMT 2025","passed","Sat Jul 12 02:23:31 GMT 2025","Create entity","Users","",""
"","17","Get file","LMS service","Sat Jul 12 02:23:27 GMT 2025","passed","Sat Jul 12 02:23:27 GMT 2025","Get entity","Files","",""
"","19","Get exercises","LMS service","Sat Jul 12 02:23:26 GMT 2025","passed","Sat Jul 12 02:23:26 GMT 2025","Get entities","Exercises","",""
"","37","Create course","LMS service","Sat Jul 12 02:23:23 GMT 2025","passed","Sat Jul 12 02:23:23 GMT 2025","Create entity","Courses","",""
"","28","Delete file","LMS service","Sat Jul 12 02:23:30 GMT 2025","passed","Sat Jul 12 02:23:30 GMT 2025","Delete entity","Files","",""
"","533","Create user","LMS service","Sat Jul 12 02:23:30 GMT 2025","passed","Sat Jul 12 02:23:30 GMT 2025","Create entity","Users","",""
"","289","Create user","LMS service","Sat Jul 12 02:23:30 GMT 2025","passed","Sat Jul 12 02:23:30 GMT 2025","Create entity","Users","",""
"","271","Create file with empty filename","LMS service","Sat Jul 12 02:23:28 GMT 2025","passed","Sat Jul 12 02:23:29 GMT 2025","Validate entity","Files","",""
"","20","Get file with incorrect file id","LMS service","Sat Jul 12 02:23:30 GMT 2025","passed","Sat Jul 12 02:23:30 GMT 2025","Validate entity","Files","",""
"","15","Get user me","LMS service","Sat Jul 12 02:23:31 GMT 2025","passed","Sat Jul 12 02:23:31 GMT 2025","Get entity","Users","",""
"","26","Delete exercise","LMS service","Sat Jul 12 02:23:26 GMT 2025","passed","Sat Jul 12 02:23:26 GMT 2025","Delete entity","Exercises","",""
"","271","Create file","LMS service","Sat Jul 12 02:23:27 GMT 2025","passed","Sat Jul 12 02:23:27 GMT 2025","Create entity","Files","",""
"","308","Get courses","LMS service","Sat Jul 12 02:23:22 GMT 2025","passed","Sat Jul 12 02:23:22 GMT 2025","Get entities","Courses","",""
"","23","Update exercise","LMS service","Sat Jul 12 02:23:25 GMT 2025","passed","Sat Jul 12 02:23:25 GMT 2025","Update entity","Exercises","",""
"","52","Create file with empty directory","LMS service","Sat Jul 12 02:23:29 GMT 2025","passed","Sat Jul 12 02:23:29 GMT 2025","Validate entity","Files","",""
