"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23","Create exercise","LMS service","2026-09-05","passed","2026-09-05","Create entity","Exercises","",""
"","17","Get file with incorrect file id","LMS service","2026-09-05","passed","2026-09-05","Validate entity","Files","",""
"","18","Get exercises","LMS service","2026-09-05","passed","2026-09-05","Get entities","Exercises","",""
"","20","Get file","LMS service","2026-09-05","passed","2026-09-05","Get entity","Files","",""
"","535","Create user","LMS service","2026-09-05","passed","2026-09-05","Create entity","Users","",""
"","280","Create file with empty filename","LMS service","2026-09-05","passed","2026-09-05","Validate entity","Files","",""
"","281","Create file with empty directory","LMS service","2026-09-05","passed","2026-09-05","Validate entity","Files","",""
"","294","Delete file","LMS service","2026-09-05","passed","2026-09-05","Delete entity","Files","",""
"","292","Create user","LMS service","2026-09-05","passed","2026-09-05","Create entity","Users","",""
"","297","Get courses","LMS service","2026-09-05","passed","2026-09-05","Get entities","Courses","",""
"","561","Create user","LMS service","2026-09-05","passed","2026-09-05","Create entity","Users","",""
"","15","Get user me","LMS service","2026-09-05","passed","2026-09-05","Get entity","Users","",""
"","291","Get exercise","LMS service","2026-09-05","passed","2026-09-05","Get entity","Exercises","",""
"","275","Create file","LMS service","2026-09-05","passed","2026-09-05","Create entity","Files","",""
"","553","Login with correct email and password","LMS service","2026-09-05","passed","2026-09-05","Login","Authentication","",""
"","34","Update course","LMS service","2026-09-05","passed","2026-09-05","Update entity","Courses","",""
"","22","Delete exercise","LMS service","2026-09-05","passed","2026-09-05","Delete entity","Exercises","",""
"","31","Create course","LMS service","2026-09-05","passed","2026-09-05","Create entity","Courses","",""
"","23","Update exercise","LMS service","2026-09-05","passed","2026-09-05","Update entity","Exercises","",""
