"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","306","Update course","LMS service","Fri Jun 13 20:21:51 GMT 2025","passed","Fri Jun 13 20:21:51 GMT 2025","Update entity","Courses","",""
"","26","Update exercise","LMS service","Fri Jun 13 20:21:52 GMT 2025","passed","Fri Jun 13 20:21:52 GMT 2025","Update entity","Exercises","",""
"","290","Create user","LMS service","Fri Jun 13 20:21:57 GMT 2025","passed","Fri Jun 13 20:21:57 GMT 2025","Create entity","Users","",""
"","20","Get file with incorrect file id","LMS service","Fri Jun 13 20:21:57 GMT 2025","passed","Fri Jun 13 20:21:57 GMT 2025","Validate entity","Files","",""
"","530","Create user","LMS service","Fri Jun 13 20:21:57 GMT 2025","passed","Fri Jun 13 20:21:58 GMT 2025","Create entity","Users","",""
"","514","Create user","LMS service","Fri Jun 13 20:21:57 GMT 2025","passed","Fri Jun 13 20:21:58 GMT 2025","Create entity","Users","",""
"","278","Create file","LMS service","Fri Jun 13 20:21:54 GMT 2025","passed","Fri Jun 13 20:21:55 GMT 2025","Create entity","Files","",""
"","32","Create course","LMS service","Fri Jun 13 20:21:50 GMT 2025","passed","Fri Jun 13 20:21:50 GMT 2025","Create entity","Courses","",""
"","553","Login with correct email and password","LMS service","Fri Jun 13 20:21:49 GMT 2025","passed","Fri Jun 13 20:21:49 GMT 2025","Login","Authentication","",""
"","29","Delete file","LMS service","Fri Jun 13 20:21:57 GMT 2025","passed","Fri Jun 13 20:21:57 GMT 2025","Delete entity","Files","",""
"","23","Get exercises","LMS service","Fri Jun 13 20:21:54 GMT 2025","passed","Fri Jun 13 20:21:54 GMT 2025","Get entities","Exercises","",""
"","32","Get courses","LMS service","Fri Jun 13 20:21:49 GMT 2025","passed","Fri Jun 13 20:21:49 GMT 2025","Get entities","Courses","",""
"","267","Create file with empty filename","LMS service","Fri Jun 13 20:21:56 GMT 2025","passed","Fri Jun 13 20:21:56 GMT 2025","Validate entity","Files","",""
"","25","Create exercise","LMS service","Fri Jun 13 20:21:51 GMT 2025","passed","Fri Jun 13 20:21:51 GMT 2025","Create entity","Exercises","",""
"","16","Get user me","LMS service","Fri Jun 13 20:21:59 GMT 2025","passed","Fri Jun 13 20:21:59 GMT 2025","Get entity","Users","",""
"","325","Get exercise","LMS service","Fri Jun 13 20:21:52 GMT 2025","passed","Fri Jun 13 20:21:53 GMT 2025","Get entity","Exercises","",""
"","55","Create file with empty directory","LMS service","Fri Jun 13 20:21:56 GMT 2025","passed","Fri Jun 13 20:21:56 GMT 2025","Validate entity","Files","",""
"","18","Get file","LMS service","Fri Jun 13 20:21:55 GMT 2025","passed","Fri Jun 13 20:21:55 GMT 2025","Get entity","Files","",""
"","21","Delete exercise","LMS service","Fri Jun 13 20:21:53 GMT 2025","passed","Fri Jun 13 20:21:53 GMT 2025","Delete entity","Exercises","",""
