"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","Update exercise","LMS service","Sat Mar 28 09:31:48 UTC 2026","passed","Sat Mar 28 09:31:48 UTC 2026","Update entity","Exercises","",""
"","312","Update course","LMS service","Sat Mar 28 09:31:46 UTC 2026","passed","Sat Mar 28 09:31:46 UTC 2026","Update entity","Courses","",""
"","18","Get file","LMS service","Sat Mar 28 09:31:50 UTC 2026","passed","Sat Mar 28 09:31:50 UTC 2026","Get entity","Files","",""
"","556","Login with correct email and password","LMS service","Sat Mar 28 09:31:44 UTC 2026","passed","Sat Mar 28 09:31:45 UTC 2026","Login","Authentication","",""
"","268","Create file with empty filename","LMS service","Sat Mar 28 09:31:51 UTC 2026","passed","Sat Mar 28 09:31:51 UTC 2026","Validate entity","Files","",""
"","277","Create file with empty directory","LMS service","Sat Mar 28 09:31:51 UTC 2026","passed","Sat Mar 28 09:31:52 UTC 2026","Validate entity","Files","",""
"","562","Create user","LMS service","Sat Mar 28 09:31:53 UTC 2026","passed","Sat Mar 28 09:31:53 UTC 2026","Create entity","Users","",""
"","18","Delete exercise","LMS service","Sat Mar 28 09:31:49 UTC 2026","passed","Sat Mar 28 09:31:49 UTC 2026","Delete entity","Exercises","",""
"","13","Get user me","LMS service","Sat Mar 28 09:31:54 UTC 2026","passed","Sat Mar 28 09:31:54 UTC 2026","Get entity","Users","",""
"","295","Get exercises","LMS service","Sat Mar 28 09:31:49 UTC 2026","passed","Sat Mar 28 09:31:49 UTC 2026","Get entities","Exercises","",""
"","24","Delete file","LMS service","Sat Mar 28 09:31:52 UTC 2026","passed","Sat Mar 28 09:31:52 UTC 2026","Delete entity","Files","",""
"","302","Get courses","LMS service","Sat Mar 28 09:31:45 UTC 2026","passed","Sat Mar 28 09:31:45 UTC 2026","Get entities","Courses","",""
"","495","Create user","LMS service","Sat Mar 28 09:31:52 UTC 2026","passed","Sat Mar 28 09:31:53 UTC 2026","Create entity","Users","",""
"","271","Get file with incorrect file id","LMS service","Sat Mar 28 09:31:53 UTC 2026","passed","Sat Mar 28 09:31:53 UTC 2026","Validate entity","Files","",""
"","27","Create exercise","LMS service","Sat Mar 28 09:31:46 UTC 2026","passed","Sat Mar 28 09:31:46 UTC 2026","Create entity","Exercises","",""
"","294","Create user","LMS service","Sat Mar 28 09:31:53 UTC 2026","passed","Sat Mar 28 09:31:53 UTC 2026","Create entity","Users","",""
"","282","Create file","LMS service","Sat Mar 28 09:31:50 UTC 2026","passed","Sat Mar 28 09:31:50 UTC 2026","Create entity","Files","",""
"","35","Create course","LMS service","Sat Mar 28 09:31:45 UTC 2026","passed","Sat Mar 28 09:31:45 UTC 2026","Create entity","Courses","",""
"","324","Get exercise","LMS service","Sat Mar 28 09:31:48 UTC 2026","passed","Sat Mar 28 09:31:48 UTC 2026","Get entity","Exercises","",""
