"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","290","Create user","LMS service","Tue Oct 28 02:01:22 GMT 2025","passed","Tue Oct 28 02:01:23 GMT 2025","Create entity","Users","",""
"","263","Create file with empty filename","LMS service","Tue Oct 28 02:01:21 GMT 2025","passed","Tue Oct 28 02:01:21 GMT 2025","Validate entity","Files","",""
"","20","Get file","LMS service","Tue Oct 28 02:01:20 GMT 2025","passed","Tue Oct 28 02:01:20 GMT 2025","Get entity","Files","",""
"","51","Create file with empty directory","LMS service","Tue Oct 28 02:01:21 GMT 2025","passed","Tue Oct 28 02:01:21 GMT 2025","Validate entity","Files","",""
"","17","Get exercises","LMS service","Tue Oct 28 02:01:19 GMT 2025","passed","Tue Oct 28 02:01:19 GMT 2025","Get entities","Exercises","",""
"","24","Create exercise","LMS service","Tue Oct 28 02:01:16 GMT 2025","passed","Tue Oct 28 02:01:16 GMT 2025","Create entity","Exercises","",""
"","520","Create user","LMS service","Tue Oct 28 02:01:22 GMT 2025","passed","Tue Oct 28 02:01:23 GMT 2025","Create entity","Users","",""
"","22","Update exercise","LMS service","Tue Oct 28 02:01:18 GMT 2025","passed","Tue Oct 28 02:01:18 GMT 2025","Update entity","Exercises","",""
"","554","Login with correct email and password","LMS service","Tue Oct 28 02:01:14 GMT 2025","passed","Tue Oct 28 02:01:14 GMT 2025","Login","Authentication","",""
"","274","Create file","LMS service","Tue Oct 28 02:01:20 GMT 2025","passed","Tue Oct 28 02:01:20 GMT 2025","Create entity","Files","",""
"","26","Delete file","LMS service","Tue Oct 28 02:01:22 GMT 2025","passed","Tue Oct 28 02:01:22 GMT 2025","Delete entity","Files","",""
"","15","Get user me","LMS service","Tue Oct 28 02:01:24 GMT 2025","passed","Tue Oct 28 02:01:24 GMT 2025","Get entity","Users","",""
"","22","Get file with incorrect file id","LMS service","Tue Oct 28 02:01:22 GMT 2025","passed","Tue Oct 28 02:01:22 GMT 2025","Validate entity","Files","",""
"","526","Create user","LMS service","Tue Oct 28 02:01:23 GMT 2025","passed","Tue Oct 28 02:01:23 GMT 2025","Create entity","Users","",""
"","300","Get courses","LMS service","Tue Oct 28 02:01:15 GMT 2025","passed","Tue Oct 28 02:01:15 GMT 2025","Get entities","Courses","",""
"","25","Delete exercise","LMS service","Tue Oct 28 02:01:19 GMT 2025","passed","Tue Oct 28 02:01:19 GMT 2025","Delete entity","Exercises","",""
"","19","Get exercise","LMS service","Tue Oct 28 02:01:18 GMT 2025","passed","Tue Oct 28 02:01:18 GMT 2025","Get entity","Exercises","",""
"","309","Update course","LMS service","Tue Oct 28 02:01:16 GMT 2025","passed","Tue Oct 28 02:01:16 GMT 2025","Update entity","Courses","",""
"","40","Create course","LMS service","Tue Oct 28 02:01:15 GMT 2025","passed","Tue Oct 28 02:01:15 GMT 2025","Create entity","Courses","",""
