"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","317","Create file","LMS service","Sat May 02 09:55:35 UTC 2026","passed","Sat May 02 09:55:35 UTC 2026","Create entity","Files","",""
"","601","Create user","LMS service","Sat May 02 09:55:38 UTC 2026","passed","Sat May 02 09:55:39 UTC 2026","Create entity","Users","",""
"","26","Delete file","LMS service","Sat May 02 09:55:38 UTC 2026","passed","Sat May 02 09:55:38 UTC 2026","Delete entity","Files","",""
"","21","Update exercise","LMS service","Sat May 02 09:55:32 UTC 2026","passed","Sat May 02 09:55:32 UTC 2026","Update entity","Exercises","",""
"","18","Get file with incorrect file id","LMS service","Sat May 02 09:55:38 UTC 2026","passed","Sat May 02 09:55:38 UTC 2026","Validate entity","Files","",""
"","26","Get courses","LMS service","Sat May 02 09:55:30 UTC 2026","passed","Sat May 02 09:55:30 UTC 2026","Get entities","Courses","",""
"","305","Create file with empty filename","LMS service","Sat May 02 09:55:36 UTC 2026","passed","Sat May 02 09:55:36 UTC 2026","Validate entity","Files","",""
"","30","Create course","LMS service","Sat May 02 09:55:30 UTC 2026","passed","Sat May 02 09:55:30 UTC 2026","Create entity","Courses","",""
"","19","Get file","LMS service","Sat May 02 09:55:35 UTC 2026","passed","Sat May 02 09:55:35 UTC 2026","Get entity","Files","",""
"","19","Get exercises","LMS service","Sat May 02 09:55:34 UTC 2026","passed","Sat May 02 09:55:34 UTC 2026","Get entities","Exercises","",""
"","357","Get exercise","LMS service","Sat May 02 09:55:32 UTC 2026","passed","Sat May 02 09:55:33 UTC 2026","Get entity","Exercises","",""
"","22","Delete exercise","LMS service","Sat May 02 09:55:34 UTC 2026","passed","Sat May 02 09:55:34 UTC 2026","Delete entity","Exercises","",""
"","319","Login with correct email and password","LMS service","Sat May 02 09:55:28 UTC 2026","passed","Sat May 02 09:55:29 UTC 2026","Login","Authentication","",""
"","588","Create user","LMS service","Sat May 02 09:55:38 UTC 2026","passed","Sat May 02 09:55:38 UTC 2026","Create entity","Users","",""
"","33","Update course","LMS service","Sat May 02 09:55:31 UTC 2026","passed","Sat May 02 09:55:31 UTC 2026","Update entity","Courses","",""
"","323","Create user","LMS service","Sat May 02 09:55:38 UTC 2026","passed","Sat May 02 09:55:38 UTC 2026","Create entity","Users","",""
"","12","Get user me","LMS service","Sat May 02 09:55:39 UTC 2026","passed","Sat May 02 09:55:39 UTC 2026","Get entity","Users","",""
"","52","Create file with empty directory","LMS service","Sat May 02 09:55:36 UTC 2026","passed","Sat May 02 09:55:36 UTC 2026","Validate entity","Files","",""
"","18","Create exercise","LMS service","Sat May 02 09:55:31 UTC 2026","passed","Sat May 02 09:55:31 UTC 2026","Create entity","Exercises","",""
